,DHSID,DHSCC,DHSYEAR,DHSCLUST,URBAN_RURA,LATNUM,LONGNUM,ALT_GPS,ALT_DEM,DATUM,geometry,cluster_shch,total_count_shch,treat_src_yes,residence_urban_shchhh,residence_rural,alive_yes,fever_rec_only treated nets,cluster_hh,total_count_hh,net_use_yes,nets_sum,hh_size_mean,hh_size_sum,cluster,total_count,residence_urban_hhm,region_mode,net_owned_only treated (itn) nets,net_owned_did not sleep under a net
250,KE202000007007,KE,2020.0,7007.0,R,-1.173009,34.383591,9999.0,1458.0,WGS84,POINT (34.38359116 -1.173008673),7007,21,9,0,21,20,8,7007,29,21,36,5,148,7007,150,0,nyanza,61,87
251,KE202000007018,KE,2020.0,7018.0,U,-0.86485,34.538106,9999.0,1419.0,WGS84,POINT (34.53810617 -0.864850175),7018,18,5,18,0,18,14,7018,27,21,34,4,112,7018,112,112,nyanza,53,58
252,KE202000007025,KE,2020.0,7025.0,R,-0.739799,34.124189,9999.0,1370.0,WGS84,POINT (34.12418883 -0.739799016),7025,15,3,0,15,15,6,7025,30,22,39,4,136,7025,136,0,nyanza,56,80
253,KE202000007037,KE,2020.0,7037.0,U,-0.381493,34.661046,9999.0,1254.0,WGS84,POINT (34.66104612 -0.381493036),7037,11,4,11,0,11,9,7037,30,30,70,4,137,7037,140,140,nyanza,85,51
254,KE202000008001,KE,2020.0,8001.0,R,-1.076242,34.522842,9999.0,1495.0,WGS84,POINT (34.52284201 -1.076241864),8001,27,11,0,27,26,20,8001,29,27,51,4,136,8001,137,0,nyanza,85,52
255,KE202000008004,KE,2020.0,8004.0,R,-0.840279,34.613847,9999.0,1508.0,WGS84,POINT (34.613846530000004 -0.840279168),8004,17,4,0,17,17,8,8004,30,19,26,5,164,8004,164,0,nyanza,48,116
256,KE202000008006,KE,2020.0,8006.0,R,-0.973252,34.354077,9999.0,1417.0,WGS84,POINT (34.35407671 -0.973251555),8006,18,8,0,18,18,11,8006,26,22,36,4,124,8006,126,0,nyanza,70,54
257,KE202000008009,KE,2020.0,8009.0,R,-1.082811,34.299766,9999.0,1306.0,WGS84,POINT (34.29976618 -1.082811134),8009,15,2,0,15,15,9,8009,25,21,41,5,127,8009,127,0,nyanza,73,52
258,KE202000008013,KE,2020.0,8013.0,R,-0.919811,34.491871,9999.0,1377.0,WGS84,POINT (34.49187052 -0.919811494),8013,15,7,0,15,15,10,8013,24,15,36,4,96,8013,96,0,nyanza,53,42
259,KE202000008017,KE,2020.0,8017.0,U,-1.062622,34.46842,9999.0,1359.0,WGS84,POINT (34.46842041 -1.062622109),8017,6,2,6,0,6,4,8017,24,19,38,3,75,8017,75,75,nyanza,35,21
260,KE202000008019,KE,2020.0,8019.0,U,-1.059688,34.458669,9999.0,1395.0,WGS84,POINT (34.45866921 -1.059688447),8019,21,7,21,0,21,13,8019,22,21,35,3,84,8019,84,84,nyanza,53,28
261,KE202000008024,KE,2020.0,8024.0,U,-0.859913,34.371218,9999.0,1266.0,WGS84,POINT (34.37121785 -0.859912573),8024,22,5,22,0,22,15,8024,29,21,37,4,141,8024,143,143,nyanza,73,70
262,KE202000008033,KE,2020.0,8033.0,U,-0.720206,34.546568,9999.0,1353.0,WGS84,POINT (34.54656801 -0.720206032),8033,16,5,16,0,16,6,8033,29,22,37,4,142,8033,144,144,nyanza,54,86
263,KE202000008042,KE,2020.0,8042.0,R,-0.729809,34.280802,9999.0,1401.0,WGS84,POINT (34.28080172 -0.729809128),8042,19,4,0,19,19,10,8042,30,21,31,3,118,8042,120,0,nyanza,48,72
264,KE202000008044,KE,2020.0,8044.0,R,-0.733836,34.462059,9999.0,1307.0,WGS84,POINT (34.4620589 -0.733835749),8044,25,9,0,25,25,9,8044,30,22,38,5,151,8044,153,0,nyanza,65,84
265,KE202000008047,KE,2020.0,8047.0,R,-0.3629,34.529843,9999.0,1226.0,WGS84,POINT (34.52984268 -0.362899938),8047,14,5,0,14,14,10,8047,30,23,39,3,110,8047,110,0,nyanza,51,58
266,KE202000008052,KE,2020.0,8052.0,R,-0.399336,34.152602,9999.0,1154.0,WGS84,POINT (34.15260236 -0.399336166),8052,16,4,0,16,16,7,8052,30,27,70,5,155,8052,156,0,nyanza,90,62
267,KE202000008053,KE,2020.0,8053.0,R,-0.56628,34.12687,9999.0,1320.0,WGS84,POINT (34.12687045 -0.566279502),8053,14,2,0,14,14,6,8053,30,24,37,5,173,8053,173,0,nyanza,56,117
268,KE202000008071,KE,2020.0,8071.0,U,-0.544371,34.457469,9999.0,1170.0,WGS84,POINT (34.45746908 -0.5443707),8071,20,3,20,0,20,17,8071,30,30,53,3,114,8071,118,118,nyanza,85,30
269,KE202000008074,KE,2020.0,8074.0,U,-0.403265,34.200939,9999.0,1164.0,WGS84,POINT (34.2009392 -0.403264628),8074,17,6,17,0,17,9,8074,30,25,45,3,111,8074,113,113,nyanza,73,34
270,KE202000008080,KE,2020.0,8080.0,U,-0.523693,34.738959,9999.0,1491.0,WGS84,POINT (34.73895893 -0.523693221),8080,17,3,17,0,17,11,8080,30,28,67,5,151,8080,152,152,nyanza,85,66
271,KE202000009001,KE,2020.0,9001.0,R,0.618945,34.524999,9999.0,1482.0,WGS84,POINT (34.52499864 0.618945464),9001,14,4,0,14,14,8,9001,27,21,43,4,117,9001,117,0,western,62,53
272,KE202000009015,KE,2020.0,9015.0,U,0.57866,34.569655,9999.0,1438.0,WGS84,POINT (34.56965508 0.578659691),9015,11,2,11,0,11,5,9015,27,24,45,3,86,9015,87,87,western,54,16
273,KE202000009019,KE,2020.0,9019.0,U,0.758761,34.730433,9999.0,1680.0,WGS84,POINT (34.73043273 0.758760906),9019,10,2,10,0,9,8,9019,26,20,42,5,136,9019,137,137,western,73,63
274,KE202000009046,KE,2020.0,9046.0,U,0.641742,34.342628,9999.0,1224.0,WGS84,POINT (34.34262768 0.641742004),9046,11,3,11,0,11,9,9046,25,23,45,2,62,9046,64,64,western,52,6
275,KE202000009054,KE,2020.0,9054.0,R,0.615933,34.405941,9999.0,1248.0,WGS84,POINT (34.40594145 0.615933195),9054,15,6,0,15,15,10,9054,29,24,48,4,118,9054,122,0,western,66,56
276,KE202000009055,KE,2020.0,9055.0,R,0.660409,34.506158,9999.0,1401.0,WGS84,POINT (34.5061584 0.660408991),9055,16,4,0,16,16,10,9055,26,21,48,5,147,9055,147,0,western,82,62
277,KE202000009062,KE,2020.0,9062.0,R,0.767293,34.572708,9999.0,1631.0,WGS84,POINT (34.57270791 0.767292751),9062,12,3,0,12,12,5,9062,28,16,32,4,114,9062,114,0,western,57,52
278,KE202000009085,KE,2020.0,9085.0,R,0.363784,34.272858,9999.0,1247.0,WGS84,POINT (34.27285769 0.363783624),9085,21,8,0,21,20,13,9085,29,24,42,4,125,9085,126,0,western,67,59
279,KE202000009089,KE,2020.0,9089.0,R,0.087613,34.009165,9999.0,1145.0,WGS84,POINT (34.009165 0.087613051),9089,22,10,0,22,22,20,9089,29,24,55,4,117,9089,119,0,western,86,31
280,KE202000009091,KE,2020.0,9091.0,R,0.515808,34.247824,9999.0,1233.0,WGS84,POINT (34.2478243 0.515807835),9091,18,8,0,18,18,15,9091,28,25,62,4,138,9091,139,0,western,88,50
281,KE202000009102,KE,2020.0,9102.0,U,0.451887,34.122566,9999.0,1190.0,WGS84,POINT (34.12256582 0.451887103),9102,9,3,9,0,9,8,9102,28,21,47,3,91,9102,94,94,western,58,30
282,KE202000009110,KE,2020.0,9110.0,R,0.736149,34.841418,9999.0,1656.0,WGS84,POINT (34.84141805 0.736149172),9110,10,2,0,10,10,7,9110,30,28,65,4,145,9110,148,0,western,90,58
283,KE202000009111,KE,2020.0,9111.0,R,0.546253,34.712892,9999.0,1486.0,WGS84,POINT (34.71289213 0.546253312),9111,9,1,0,9,9,7,9111,26,22,48,4,128,9111,128,0,western,66,58
284,KE202000009113,KE,2020.0,9113.0,R,0.752312,34.533909,9999.0,1736.0,WGS84,POINT (34.53390884 0.752311872),9113,22,9,0,22,22,16,9113,30,24,49,6,182,9113,182,0,western,89,93
285,KE202000009127,KE,2020.0,9127.0,U,0.784656,34.671541,9999.0,1649.0,WGS84,POINT (34.67154052 0.784656331),9127,12,3,12,0,12,7,9127,30,22,41,4,142,9127,142,142,western,73,69
286,KE202000009133,KE,2020.0,9133.0,R,0.371098,34.121212,9999.0,1182.0,WGS84,POINT (34.12121248 0.37109769),9133,16,5,0,16,15,12,9133,30,28,65,4,133,9133,135,0,western,80,39
287,KE202000009136,KE,2020.0,9136.0,R,0.579477,34.335862,9999.0,1237.0,WGS84,POINT (34.33586249 0.57947747),9136,20,9,0,20,20,12,9136,29,27,73,6,177,9136,194,0,western,120,74
288,KE202000009139,KE,2020.0,9139.0,R,0.735931,34.346336,9999.0,1327.0,WGS84,POINT (34.34633608 0.735930719),9139,10,3,0,10,10,7,9139,29,26,50,4,126,9139,126,0,western,73,51
289,KE202000009140,KE,2020.0,9140.0,R,0.369191,34.125673,9999.0,1151.0,WGS84,POINT (34.12567308 0.369190969),9140,13,8,0,13,13,11,9140,29,26,69,4,143,9140,149,0,western,98,47
290,KE202000009147,KE,2020.0,9147.0,U,0.438787,34.113035,9999.0,1223.0,WGS84,POINT (34.11303521 0.438786589),9147,8,1,8,0,8,5,9147,30,17,36,2,86,9147,86,86,western,48,38
291,KE202000009163,KE,2020.0,9163.0,R,0.729181,34.638562,9999.0,1544.0,WGS84,POINT (34.63856204 0.729181224),9163,13,5,0,13,13,11,9163,26,25,55,4,118,9163,119,0,western,85,30
292,KE202000009165,KE,2020.0,9165.0,R,0.754836,34.466282,9999.0,1382.0,WGS84,POINT (34.4662816 0.75483579),9165,17,10,0,17,17,11,9165,29,21,43,5,157,9165,160,0,western,81,79
293,KE202000009168,KE,2020.0,9168.0,R,0.847692,34.737363,9999.0,1824.0,WGS84,POINT (34.73736334 0.847691766),9168,19,3,0,19,19,13,9168,27,21,42,5,139,9168,143,0,western,79,63
294,KE202000009180,KE,2020.0,9180.0,U,0.579065,34.747652,9999.0,1523.0,WGS84,POINT (34.74765193 0.579065344),9180,6,1,6,0,6,5,9180,27,20,60,4,132,9180,132,132,western,71,61
295,KE202000009183,KE,2020.0,9183.0,U,0.62364,34.802932,9999.0,1556.0,WGS84,POINT (34.80293247 0.623639908),9183,27,8,27,0,25,17,9183,25,22,42,5,144,9183,144,144,western,74,70
296,KE202000009186,KE,2020.0,9186.0,R,0.468339,34.216176,9999.0,1220.0,WGS84,POINT (34.21617551 0.468339012),9186,16,3,0,16,16,11,9186,30,30,82,4,133,9186,139,0,western,101,34
