,DHSID,DHSCC_hhm,DHSYEAR_hhm,DHSCLUST,URBAN_RURA,LATNUM,LONGNUM,ALT_GPS,ALT_DEM,DATUM,geometry,cluster_shch,total_count_shch,treat_src_yes,residence_urban_shchhh,residence_rural,alive_yes,fever_rec_only treated nets,cluster_hh,total_count_hh,net_use_yes,nets_sum,hh_size_mean,hh_size_sum,cluster,total_count,residence_urban_hhm,region_mode,net_owned_only treated (itn) nets,net_owned_did not sleep under a net,pop2020,arid_20,DLST_20,DTemp20,EVI20,FD_20,ITN_20,LST_20,MI_20,MP_20,Matemp20,Meantem20,Mintem20,NLST20,PET_20,Prec20,Rain20,U5pop20,UNpopc20,UNpop20,WD_20,GPS_Dataset,DHSCC_cov,DHSYEAR_cov,SurveyID,D.e,Elev,Global_Human_Footprint,Growing_Season_Length,Irrigation,Livestock_Cattle,Livestock_Chickens,Livestock_Goats,Livestock_Pigs,Livestock_Sheep,Nightligh
112,KE202000002431,KE,2020.0,2431.0,U,-0.247127,35.731551,9999.0,2497.0,WGS84,POINT (35.73155088 -0.247126928),2431,10,0,10,0,10,3,2431,21,7,9,2,53,2431,54,54,rift valley,11,40,36733.36328,40.14223862,21.78659058,12.97416115,0.428024262,0.258683443,0.308415741,14.31766987,0.0,0.0,22.33936691,15.81582737,9.365205765,6.848749638,3.241695642,130.1289215,1950.586304,5532.837891,32779.41016,1523.648193,20.27959442,KEGE81FL,KE,2020,KE2020DHS,4.0,2462.777344,46.72214127,11,0.0,9.716355324,448.4230957,25.18800545,0.787735283,22.52179146,0.360277474
113,KE202000002437,KE,2020.0,2437.0,U,-1.083242,35.874958,9999.0,1895.0,WGS84,POINT (35.87495837 -1.083241536),2437,5,0,5,0,5,2,2437,23,10,16,2,62,2437,62,62,rift valley,24,37,11008.79883,28.69639397,27.53920364,13.96276093,0.362183869,0.212877601,0.341151357,19.46642685,0.048765682,0.026323555,24.51519203,17.50837708,10.55243111,11.3936491,3.491015673,100.1795578,1341.332764,1877.657715,4599.714844,213.8383942,16.13999176,KEGE81FL,KE,2020,KE2020DHS,4.0,1943.785156,34.16550827,9,0.101923168,10.08287621,40.55482864,23.75040627,0.005787456,33.7711792,0.448986143
114,KE202000002450,KE,2020.0,2450.0,U,-1.410707,36.766301,9999.0,1742.0,WGS84,POINT (36.76630075 -1.410706987),2450,7,1,7,0,7,3,2450,22,11,17,2,58,2450,58,58,rift valley,14,28,93166.92188,20.9338913,27.80091286,11.39383698,0.342525035,0.0,0.361708462,20.74407387,0.062895522,0.037837792,25.3685627,19.6528511,13.97472572,13.68723392,3.676403522,76.96143341,1089.547974,12003.55078,83125.22656,3864.931885,12.48398685,KEGE81FL,KE,2020,KE2020DHS,4.0,1727.973633,50.92790222,8,0.89343971,60.96879196,1303.42041,27.22869873,66.1081543,15.21070766,1.465099812
115,KE202000002463,KE,2020.0,2463.0,U,0.200914,34.496389,9999.0,1345.0,WGS84,POINT (34.49638866 0.20091448),2463,14,2,14,0,14,9,2463,28,20,41,4,119,2463,120,120,western,66,51,23359.87109,39.4922905,28.31062126,13.58133698,0.441973776,0.0,0.531291544,22.79232788,0.341111869,0.345814258,29.53355026,22.70833397,15.95221424,17.27403259,4.186328411,165.3276978,2900.3479,3643.60498,21121.12891,981.7468872,19.60821533,KEGE81FL,KE,2020,KE2020DHS,,1363.037109,35.32543182,12,0.068475597,48.76665497,1190.047607,5.932528019,3.182180405,10.14366913,0.063596025
116,KE202000002467,KE,2020.0,2467.0,U,0.038741,34.581057,9999.0,1514.0,WGS84,POINT (34.58105662 0.03874127),2467,4,2,4,0,4,3,2467,24,16,22,2,63,2467,64,64,western,34,28,25372.66211,38.45856857,27.56364441,13.36223984,0.445508063,0.0,0.51394397,22.26244736,0.302328914,0.30882436,29.51080704,22.79861069,16.1485672,16.96125031,4.203863144,161.6745605,2839.777588,3693.164063,25253.20898,1173.807007,19.41871834,KEGE81FL,KE,2020,KE2020DHS,,1466.688477,42.77968216,13,0.0,182.2044373,1105.634155,35.33256531,1.556059718,9.079703331,0.126188755
117,KE202000002499,KE,2020.0,2499.0,U,-0.102928,34.757557,9999.0,1134.0,WGS84,POINT (34.75755661 -0.102928021),2499,4,1,4,0,4,2,2499,26,20,42,2,60,2499,62,62,nyanza,20,24,192672.9375,38.66104889,29.7344017,13.29411221,0.336498052,0.0,0.545851111,23.54505157,0.210131943,0.179046825,29.37388611,22.69965363,16.07977486,17.35569954,4.23143816,163.5918427,2327.107666,27724.40625,172987.7813,8122.146973,19.4979496,KEGE81FL,KE,2020,KE2020DHS,,1156.930664,76.61366272,13,1.34221065,17.96208572,119.6025238,4.093585968,0.543358982,14.76587963,3.475688457
118,KE202000002523,KE,2020.0,2523.0,U,-0.658024,34.757987,9999.0,1657.0,WGS84,POINT (34.7579868 -0.658023669),2523,11,2,11,0,11,5,2523,26,14,29,3,90,2523,90,90,nyanza,36,50,49136.14844,46.55607986,26.5171299,13.44768524,0.421137542,0.0,0.411115587,21.14873505,0.195993751,0.160536632,27.46895218,20.71708679,14.02126789,15.78034115,3.841941595,178.8657379,2816.595947,7014.63916,49929.10156,2320.927002,21.90006065,KEGE81FL,KE,2020,KE2020DHS,,1621.605469,59.26305008,14,0.145590052,93.74597931,1582.011475,116.3775787,0.463605464,22.69915009,0.342255652
119,KE202000002537,KE,2020.0,2537.0,U,1.776596,40.041094,9999.0,263.0,WGS84,POINT (40.04109387 1.776596345),2537,21,8,21,0,21,8,2537,29,25,68,5,171,2537,175,175,north eastern,66,56,55045.30469,5.411977291,40.98892975,11.43595219,0.15549843,0.0,0.521369219,33.4912262,0.045818254,0.023977166,34.90241623,29.15760994,23.466465,25.99352455,5.060706139,27.38842583,412.0658569,7064.132813,26344.39844,1225.112061,5.513482094,KEGE81FL,KE,2020,KE2020DHS,9.0,264.2382813,28.60568428,2,0.0,6.28920126,4.300717354,10.25977707,0.0,18.03553391,0.207137778
120,KE202000002549,KE,2020.0,2549.0,U,-0.114141,37.947254,9999.0,641.0,WGS84,POINT (37.94725372 -0.114140614),2549,11,0,11,0,11,9,2549,28,21,36,3,110,2549,110,110,eastern,49,53,3700.770996,19.0236721,33.97694397,12.01848984,0.336663008,0.0,0.527978063,27.65222359,0.066747971,0.041903846,29.63420105,23.59440231,17.61571121,21.3275032,4.438845634,84.44314575,1286.393555,532.0100098,3555.145508,165.2487488,10.88177013,KEGE81FL,KE,2020,KE2020DHS,9.0,698.0361328,28.02641487,8,0.067937657,58.5066452,96.02983093,232.471344,1.353942275,14.81302071,0.0
121,KE202000002558,KE,2020.0,2558.0,U,-1.385436,36.994182,9999.0,1574.0,WGS84,POINT (36.99418163 -1.385436378),2558,11,0,11,0,11,3,2558,25,12,21,4,103,2558,104,104,eastern,29,73,2126.319824,20.16443443,31.44411087,11.5301218,0.247845814,0.0,0.357738763,23.4382267,0.053115714,0.031701766,25.96043205,20.17440796,14.43031025,15.43234158,3.756409168,75.74586487,864.1306763,240.9979248,2956.637451,137.4697266,11.91031837,KEGE81FL,KE,2020,KE2020DHS,4.0,1564.649414,37.11953354,8,0.0,41.82125092,106.7218475,9.43428421,0.308453709,5.739495277,3.170677662
122,KE202000002614,KE,2020.0,2614.0,U,0.189941,35.063014,9999.0,1959.0,WGS84,POINT (35.06301386 0.189940665),2614,14,3,14,0,14,7,2614,27,16,28,3,107,2614,107,107,rift valley,36,65,12079.57813,45.21637344,24.33520699,13.45169258,0.519764066,0.0,0.453950614,18.36318016,0.152587891,0.112693056,26.68528748,19.93854141,13.23359394,12.39115238,3.985546827,180.2119751,2717.508789,1737.197144,10149.26758,471.7556458,20.1364975,KEGE81FL,KE,2020,KE2020DHS,1.0,1934.987305,24.14805412,10,0.097054228,67.99054718,233.9698029,12.98500824,0.180837348,37.07149887,0.151303291
123,KE202000002616,KE,2020.0,2616.0,U,0.22804,35.150804,9999.0,1967.0,WGS84,POINT (35.15080404 0.228040374),2616,8,1,8,0,8,4,2616,28,20,39,4,119,2616,122,122,rift valley,63,56,14713.7207,45.23941803,25.28479958,13.21335411,0.489689857,0.0,0.449352443,18.72529984,0.148786694,0.10879837,25.83878708,19.21493149,12.62543392,12.16579914,3.916305065,177.1713562,2589.875488,2161.946289,13599.99805,632.1533203,20.06838608,KEGE81FL,KE,2020,KE2020DHS,1.0,1989.688477,28.13979912,10,0.273369581,123.7854385,263.4133301,13.08202076,0.242189929,36.47943115,0.076601565
124,KE202000002658,KE,2020.0,2658.0,U,-0.050411,34.688424,9999.0,1371.0,WGS84,POINT (34.68842384 -0.050411382),2658,10,2,10,0,10,5,2658,25,23,36,3,98,2658,98,98,nyanza,54,43,19960.38477,38.52491379,28.12708092,13.32942772,0.421833336,0.0,0.543560684,22.85708427,0.263083607,0.25014773,29.49127579,22.79791641,16.16184998,17.58708763,4.23085928,162.9934845,2302.109375,2882.715088,18178.09766,844.9457397,19.40704346,KEGE81FL,KE,2020,KE2020DHS,,1265.570313,46.47514725,13,0.0,88.47853851,1687.785156,37.13804245,22.61152267,73.35101318,0.342372268
125,KE202000002663,KE,2020.0,2663.0,U,-0.07732,34.724552,9999.0,1143.0,WGS84,POINT (34.72455158 -0.077320403),2663,17,3,17,0,17,7,2663,26,21,35,4,115,2663,115,115,nyanza,42,53,27529.51758,38.99249268,28.44007492,13.38758755,0.402340591,0.0,0.542494237,22.72422028,0.2384056,0.215949297,29.47487068,22.75277901,16.08728409,17.00836754,4.238758564,165.2797699,2319.059814,3961.322266,28857.83398,1341.356079,19.44748688,KEGE81FL,KE,2020,KE2020DHS,,1272.674805,52.91584396,13,0.386241198,84.54801941,1274.860107,27.95578194,14.98328781,57.56742096,1.252883196
126,KE202000002702,KE,2020.0,2702.0,R,-3.575281,39.515101,9999.0,261.0,WGS84,POINT (39.51510051 -3.575281218),2702,15,3,0,15,14,9,2702,28,15,27,5,145,2702,147,0,coast,50,97,4451.96875,18.35889244,32.36913681,7.779818058,0.361353815,0.0,0.639917433,27.04644012,0.116014719,0.075364426,30.6275177,26.71323776,22.84770012,21.72374535,4.338541985,79.6508255,1398.003174,701.6384277,2983.868896,138.9632263,11.56685352,KEGE81FL,KE,2020,KE2020DHS,2.0,251.5293121,26.19190216,8,0.0,34.56413269,45.37434387,28.55474472,0.24573192,4.004676342,0.061668321
127,KE202000002720,KE,2020.0,2720.0,R,-0.936019,39.887881,9999.0,100.0,WGS84,POINT (39.88788056 -0.93601857),2720,22,5,0,22,22,9,2720,26,15,27,5,137,2720,137,0,coast,50,83,241.127594,5.949841499,35.00260925,11.07391548,0.276023686,0.0,0.617860973,29.78528214,0.062443465,0.034840554,34.58068848,29.02044296,23.50677109,24.56795502,5.34852457,31.82287407,445.0552368,38.72557831,267.305603,12.42642689,7.83743906,KEGE81FL,KE,2020,KE2020DHS,9.0,106.6728516,29.57266998,1,0.043679234,9.575910568,2.201267719,13.00649071,0.001648418,7.234642506,0.0
128,KE202000002749,KE,2020.0,2749.0,R,-3.412474,38.567252,9999.0,561.0,WGS84,POINT (38.56725243 -3.41247406),2749,15,2,0,15,14,12,2749,28,24,45,2,81,2749,81,0,coast,58,17,32055.80273,15.04671097,33.10961533,10.34830761,0.338211387,0.0,0.624202311,26.4575882,0.064422928,0.04029502,30.28003502,25.07356834,19.93172836,19.80555916,4.381988049,65.93450928,799.4190063,3620.940186,11526.61133,536.7164917,9.774396896,KEGE81FL,KE,2020,KE2020DHS,2.0,611.4003906,48.46181488,4,0.579856515,25.86364365,22.8913765,15.38002396,0.171350464,2.751790047,0.903992593
129,KE202000002783,KE,2020.0,2783.0,R,3.810134,41.462254,9999.0,354.0,WGS84,POINT (41.46225448 3.810133658),2783,13,5,0,13,13,3,2783,14,11,17,4,58,2783,58,0,north eastern,8,30,3941.189209,5.058610916,40.58919525,11.47100735,0.181548819,0.0,0.521531761,33.11461639,0.062137287,0.03558461,34.16610336,28.40351677,22.69509506,25.64003372,5.47100687,27.67569542,271.9988403,497.7960205,3260.474609,151.8878784,4.385043144,KEGE81FL,KE,2020,KE2020DHS,9.0,320.0507813,12.32004261,3,0.0,5.526862621,8.57520771,18.05345154,0.0,11.46093369,0.0
130,KE202000002831,KE,2020.0,2831.0,R,-0.034343,37.605833,9999.0,1629.0,WGS84,POINT (37.60583265 -0.034343139),2831,3,0,0,3,3,1,2831,29,11,18,2,72,2831,75,0,eastern,9,60,15809.04004,28.86932564,23.08268356,11.92171574,0.524604917,0.082618631,0.385097176,16.99951363,0.062841564,0.039704114,25.9392662,19.9463253,14.01754951,10.91634464,3.761487246,108.5915985,2121.454102,1641.480591,14411.67871,669.8764648,13.78214073,KEGE81FL,KE,2020,KE2020DHS,9.0,1839.568237,22.73238564,8,2.543376684,114.2903824,652.5234985,66.98284912,6.485162735,93.94974518,0.044177081
131,KE202000002840,KE,2020.0,2840.0,R,0.368777,37.991617,9999.0,1590.0,WGS84,POINT (37.99161677 0.368777424),2840,21,1,0,21,21,6,2840,30,9,13,4,128,2840,130,0,eastern,25,105,32633.58008,17.87220573,25.75690269,12.23955441,0.451758564,0.0,0.422206074,20.50733566,0.078659371,0.052789126,30.11234093,23.96545219,17.87278748,15.25776672,4.592809677,82.08364105,1507.171143,4708.757324,22872.47461,1063.167114,10.16155529,KEGE81FL,KE,2020,KE2020DHS,10.0,1626.344604,23.32326317,8,2.152101278,124.6503448,468.4570313,37.79174805,39.46224594,48.68066788,0.038483154
132,KE202000002845,KE,2020.0,2845.0,R,0.018016,37.835092,9999.0,977.0,WGS84,POINT (37.83509164 0.018016162),2845,8,1,0,8,8,4,2845,30,12,13,2,77,2845,81,0,eastern,20,60,7768.845215,21.27911568,31.35479355,12.02479744,0.363499165,0.0,0.532010376,24.94797516,0.070512086,0.047903266,28.62598419,22.58337784,16.60118675,18.54115868,4.268330574,90.82630157,1631.809814,980.036377,6900.07666,320.7258911,11.60640049,KEGE81FL,KE,2020,KE2020DHS,10.0,955.0576172,21.98937607,8,0.360028297,50.74757004,120.9556198,29.26592445,5.797925949,29.19105721,0.0
133,KE202000002854,KE,2020.0,2854.0,R,-0.236553,37.710802,9999.0,1208.0,WGS84,POINT (37.71080195 -0.236552657),2854,10,1,0,10,10,7,2854,29,20,28,3,99,2854,99,0,eastern,41,56,11348.08203,24.39252853,28.88153267,11.77246857,0.404945076,0.020801503,0.459842831,23.29479218,0.074023604,0.046704866,27.56160355,21.64204407,15.78913498,17.70804977,4.015075207,97.93783569,1653.247314,1174.727783,9093.688477,422.6915894,12.79410839,KEGE81FL,KE,2020,KE2020DHS,9.0,1165.401367,21.0,8,2.463370085,8.769850731,228.2153015,26.23755455,0.055268575,3.241606236,0.009221924
134,KE202000002860,KE,2020.0,2860.0,R,-0.382335,37.484481,9999.0,1710.0,WGS84,POINT (37.48448053 -0.382334641),2860,14,2,0,14,14,10,2860,30,16,25,3,104,2860,106,0,eastern,37,66,18647.17969,33.9353714,24.12252998,11.42430592,0.527360082,0.199833617,0.359851688,17.77133942,0.080998361,0.054548122,24.85943222,19.11543655,13.43512726,11.42014885,3.528573513,119.7434464,1940.741455,1843.493286,16951.83008,787.96521,14.73724365,KEGE81FL,KE,2020,KE2020DHS,4.0,1773.74707,27.98607445,14,1.906629324,37.4957428,825.6985474,9.417178154,8.156644821,1.406720519,0.057704091
135,KE202000002920,KE,2020.0,2920.0,R,-2.48442,38.03975,9999.0,834.0,WGS84,POINT (38.03974972 -2.484420415),2920,10,0,0,10,10,3,2920,27,8,12,3,98,2920,99,0,eastern,11,87,2882.618164,14.53091049,33.40898514,11.43268204,0.340540677,0.0,0.489182919,26.18867111,0.073870309,0.045239341,30.01150131,24.26530647,18.57881927,18.96835709,4.329195499,62.90715027,747.5507202,401.7226868,2109.528809,98.1459198,8.547628403,KEGE81FL,KE,2020,KE2020DHS,9.0,892.1523438,36.14872742,4,0.495092094,44.16988754,48.81154633,87.79205322,0.035799358,11.18588352,0.033420488
136,KE202000003069,KE,2020.0,3069.0,R,0.845449,34.844827,9999.0,1714.0,WGS84,POINT (34.84482734 0.845448626),3069,8,3,0,8,8,4,3069,29,21,42,4,144,3069,146,0,rift valley,64,82,18716.66992,41.07504654,27.19872475,14.23099041,0.430283695,0.000759549,0.60329634,20.58395958,0.17051211,0.13258794,26.4386425,19.29466248,12.20765305,13.96919441,3.871744871,159.0321045,2110.51416,2832.217285,17004.57813,790.486084,19.21945,KEGE81FL,KE,2020,KE2020DHS,,1759.611328,27.9268589,10,0.000787923,74.66631317,603.2910156,10.50522137,2.737047672,23.38650703,0.022022014
137,KE202000003075,KE,2020.0,3075.0,R,1.014844,34.848502,9999.0,1891.0,WGS84,POINT (34.84850207 1.014844013),3075,12,7,0,12,12,4,3075,28,13,25,4,127,3075,131,0,rift valley,38,93,8574.258789,41.78256226,27.11220551,14.0066843,0.413288355,0.001974826,0.581097901,19.97961044,0.155392244,0.116125137,25.60658264,18.58111954,11.59989929,12.84701347,3.758203268,157.027359,1939.717285,1362.756836,6986.486816,324.7939148,19.30829239,KEGE81FL,KE,2020,KE2020DHS,,1885.100586,33.78567505,10,0.174725384,56.39234924,273.9529724,11.51026058,2.302327156,19.41659927,0.011420235
138,KE202000003127,KE,2020.0,3127.0,R,0.406043,35.894033,9999.0,1341.0,WGS84,POINT (35.89403267 0.40604347),3127,13,1,0,13,13,6,3127,27,16,23,3,91,3127,91,0,rift valley,33,57,474.9066162,30.85589981,30.0357666,14.17570877,0.33966738,0.0,0.492668241,24.26741028,0.10039892,0.065338574,27.42497063,20.30659676,13.24926281,18.49905205,4.034432888,124.4860535,1625.455444,69.76416779,555.8956299,25.83947754,17.32402802,KEGE81FL,KE,2020,KE2020DHS,1.0,1331.297852,31.86401367,10,0.014558506,76.53649139,5.319797039,110.1963501,0.010632381,34.20211411,0.0
139,KE202000003142,KE,2020.0,3142.0,R,-0.017528,36.910157,9999.0,1790.0,WGS84,POINT (36.91015663 -0.017528319),3142,9,0,0,9,9,1,3142,29,3,6,3,100,3142,100,0,rift valley,7,92,1026.792725,38.03617096,28.52423096,12.79803276,0.36527741,0.229696169,0.353030682,20.99196815,0.061515201,0.037507892,22.56754875,16.1412468,9.769516945,13.4597044,3.125216961,118.8712845,1211.076294,119.4561996,1654.480713,76.90274811,16.94467735,KEGE81FL,KE,2020,KE2020DHS,4.0,1802.172852,26.28997421,14,0.17469655,31.02880096,28.33324432,2.104901552,0.161754742,6.067180157,0.0
140,KE202000003179,KE,2020.0,3179.0,R,-1.010107,36.1959,9999.0,1850.0,WGS84,POINT (36.19590037 -1.010106552),3179,18,3,0,18,18,0,3179,26,2,4,3,101,3179,101,0,rift valley,0,101,3215.954102,22.38027763,24.54253006,13.66605949,0.426909655,0.144327253,0.307299972,17.21857452,0.043423727,0.023075793,25.33724022,18.47860336,11.67118073,9.894620895,3.61679697,80.9449234,1498.836914,548.5122681,4317.837402,200.7313995,14.80775166,KEGE81FL,KE,2020,KE2020DHS,4.0,2110.505859,21.0,4,0.0,16.25823784,35.3525238,52.45265579,0.001870364,38.80476379,0.001189524
141,KE202000003214,KE,2020.0,3214.0,R,-0.396679,35.049198,9999.0,1740.0,WGS84,POINT (35.04919795 -0.396678914),3214,7,1,0,7,7,5,3214,29,26,65,4,121,3214,123,0,rift valley,68,55,15942.66602,44.92786789,26.90711594,13.60208321,0.473163128,0.0,0.406394631,21.15331841,0.150220022,0.110326879,27.55755234,20.73181534,13.95546913,15.39951992,3.932074785,176.659729,2572.505371,2197.33667,14408.74609,669.7560425,21.48469543,KEGE81FL,KE,2020,KE2020DHS,4.0,1726.810547,26.0,14,0.73618722,78.46090698,256.7458191,32.65890503,1.002719164,36.39186478,0.007458945
142,KE202000003225,KE,2020.0,3225.0,R,0.446054,34.682991,9999.0,1424.0,WGS84,POINT (34.68299056 0.446053653),3225,10,5,0,10,10,7,3225,28,20,43,5,144,3225,145,0,western,64,81,14619.5498,43.72730637,28.32437325,14.27395821,0.419233084,0.0,0.551057518,22.29083061,0.210175574,0.172973439,28.63828087,21.46744919,14.36432266,16.25728798,4.120312691,180.1701813,2915.963379,2266.168213,13627.45898,633.4431763,19.76690102,KEGE81FL,KE,2020,KE2020DHS,,1447.530273,35.74645615,13,0.007091357,36.88371658,516.1241455,3.5424757,12.04449272,7.934545994,0.006493954
143,KE202000003228,KE,2020.0,3228.0,R,0.459307,34.791381,9999.0,1538.0,WGS84,POINT (34.79138132 0.459306618),3228,14,5,0,14,14,7,3228,28,19,48,5,160,3228,171,0,western,73,96,12218.58301,44.14552689,27.97733307,14.39603615,0.422466457,0.0,0.551644802,21.97574615,0.210041374,0.172893167,28.21751976,20.98671913,13.82148457,15.97416115,4.088180065,180.4748688,2930.262207,2058.022217,11180.83887,519.7203369,19.69014359,KEGE81FL,KE,2020,KE2020DHS,,1524.469727,37.82239151,13,0.014182683,113.1164551,338.4402466,4.087594032,13.56236553,7.906776905,0.0
144,KE202000003231,KE,2020.0,3231.0,R,0.242494,34.793723,9999.0,1531.0,WGS84,POINT (34.79372324 0.24249384),3231,14,4,0,14,14,11,3231,27,20,33,4,129,3231,129,0,western,59,70,28134.76172,45.73748016,26.70870972,14.17052937,0.459097832,0.0,0.520153999,21.49045181,0.203719124,0.164740711,28.69735336,21.58159828,14.52682304,16.27219391,4.170703411,190.7574615,3090.227295,4151.179199,22289.39063,1036.05249,19.94489098,KEGE81FL,KE,2020,KE2020DHS,,1569.128906,27.19981766,13,0.001313224,25.19801903,633.5102539,5.64407444,13.87786674,10.06435966,0.113700487
145,KE202000003236,KE,2020.0,3236.0,R,0.413578,34.481857,9999.0,1341.0,WGS84,POINT (34.48185729 0.413577555),3236,15,7,0,15,15,7,3236,28,23,54,5,165,3236,167,0,western,81,86,19071.36523,40.57904434,28.9560318,13.7315979,0.416660964,0.0,0.567800224,23.21291351,0.273471028,0.254024893,29.17462349,22.27323532,15.44302654,17.46979332,4.136053085,167.8370819,2935.020996,3245.350586,16540.67188,768.8535156,19.7797718,KEGE81FL,KE,2020,KE2020DHS,,1320.918945,45.713871,12,0.136312068,23.66355324,580.3905029,7.656485081,4.404911041,12.78552151,0.103324831
146,KE202000003240,KE,2020.0,3240.0,R,0.083907,34.587559,9999.0,1457.0,WGS84,POINT (34.58755922 0.083906816),3240,12,3,0,12,12,5,3240,28,20,41,4,126,3240,131,0,western,53,77,24675.7793,40.51783371,27.43283081,13.65408039,0.441507876,0.0,0.519357204,22.17201233,0.293076634,0.294944167,29.44827843,22.58912086,15.79419899,16.91119385,4.206843376,170.452179,2943.948975,3612.371338,22611.09375,1050.999268,19.59070778,KEGE81FL,KE,2020,KE2020DHS,,1478.492188,31.57113075,13,0.046038035,231.0631409,1034.234863,33.22676086,2.110878468,10.21282673,0.025772231
147,KE202000003281,KE,2020.0,3281.0,R,0.234988,34.18392,9999.0,1277.0,WGS84,POINT (34.18392023 0.23498775),3281,6,2,0,6,6,3,3281,30,24,37,2,87,3281,88,0,nyanza,53,35,9211.8125,34.83113098,29.02360916,12.97782135,0.448663324,0.0,0.51991874,23.51551819,0.427932262,0.480558604,29.73194504,23.20946121,16.75412369,18.00742912,4.135764122,144.0533447,2685.675781,1391.561279,9505.056641,441.8128357,19.32295036,KEGE81FL,KE,2020,KE2020DHS,,1229.869141,45.06753922,12,0.477323622,78.74887085,296.2287292,4.880069733,1.350336075,8.197607994,0.00483132
148,KE202000003282,KE,2020.0,3282.0,R,0.188817,34.285007,9999.0,1234.0,WGS84,POINT (34.2850071 0.18881683),3282,11,2,0,11,11,6,3282,30,23,49,3,117,3282,117,0,nyanza,66,51,11285.48242,35.28766251,28.6763916,13.0926218,0.444436878,0.0,0.531554937,23.4800415,0.424308747,0.473916352,29.73884583,23.15625,16.64622498,18.28369141,4.158984661,146.760849,2646.721924,1704.81543,12811.92188,595.5204468,19.41694069,KEGE81FL,KE,2020,KE2020DHS,,1223.68457,37.31358337,12,0.611441672,97.54498291,560.4783936,5.010447979,1.740397096,8.897846222,0.118718728
149,KE202000003293,KE,2020.0,3293.0,R,-0.105925,34.439525,9999.0,1292.0,WGS84,POINT (34.43952509 -0.105924503),3293,7,0,0,7,7,7,3293,27,25,58,4,114,3293,114,0,nyanza,84,30,10372.57813,35.18713379,29.27020454,12.89661503,0.436137229,0.0,0.527254999,23.99859238,0.323286504,0.338338315,29.59223175,23.11388969,16.69561768,18.7269783,4.183897495,147.2193604,2319.643311,1566.714111,9536.735352,443.2824707,19.09679222,KEGE81FL,KE,2020,KE2020DHS,,1264.286133,35.20606995,12,0.466457695,48.84095764,819.6505737,19.68543243,1.173844218,27.07742882,0.056135029
150,KE202000003320,KE,2020.0,3320.0,R,-0.729479,34.782102,9999.0,1815.0,WGS84,POINT (34.78210204 -0.729478697),3320,8,2,0,8,8,6,3320,29,23,61,4,122,3320,122,0,nyanza,68,50,23195.00977,49.16853714,25.37230873,13.57175922,0.442109615,0.0,0.370425433,20.23566818,0.157242462,0.115085036,27.03851318,20.22397232,13.46675396,15.09902763,3.75727725,184.7398224,2817.864746,3436.529053,22457.77539,1043.955566,22.44551086,KEGE81FL,KE,2020,KE2020DHS,,1801.462891,38.36263657,14,0.189269289,450.916748,849.0443115,65.59933472,0.333839327,20.68351173,0.142463923
151,KE202000003363,KE,2020.0,3363.0,U,-1.251541,36.883067,9999.0,1599.0,WGS84,POINT (36.88306655 -1.251540738),3363,11,0,11,0,11,5,3363,20,17,27,3,70,3363,71,71,nairobi,26,23,653480.25,22.47071838,31.43023682,11.41883659,0.204054236,0.0,0.376826465,23.48521805,0.0,0.0,25.48731232,19.76118469,14.06847572,15.54019833,3.676403522,82.61142731,1074.256104,75778.4375,625672.875,29089.36523,12.59565353,KEGE81FL,KE,2020,KE2020DHS,4.0,1605.712891,85.41299438,8,1.137883663,0.0,0.0,0.0,0.0,0.0,23.06797218
152,KE202000003445,KE,2020.0,3445.0,U,-4.016664,39.610753,9999.0,55.0,WGS84,POINT (39.61075257 -4.016663706),3445,6,1,6,0,6,3,3445,27,21,30,2,68,3445,68,68,coast,34,25,128128.2188,22.26482391,32.11730576,7.724218845,0.265115499,0.0,0.706643701,27.71579742,0.065637298,0.039282881,30.74010468,26.84989929,23.01588631,23.314291,4.217230797,93.89590454,1787.232422,16339.74805,123593.8672,5782.47168,11.7818079,KEGE81FL,KE,2020,KE2020DHS,2.0,44.18716812,78.31398773,7,0.165402502,9.7261343,239.3161316,5.969657898,0.401879817,1.528909683,13.89301491
153,KE202000003449,KE,2020.0,3449.0,U,-4.023821,39.604545,9999.0,58.0,WGS84,POINT (39.60454505 -4.023820779),3449,11,3,11,0,10,5,3449,29,22,32,2,80,3449,80,80,coast,34,39,128128.2188,22.26482391,32.11730576,7.724218845,0.265115499,0.0,0.706643701,27.71579742,0.065637298,0.039282881,30.74010468,26.84989929,23.01588631,23.314291,4.217230797,93.89590454,1787.232422,16339.74805,123593.8672,5782.47168,11.7818079,KEGE81FL,KE,2020,KE2020DHS,2.0,44.18716812,78.31398773,7,0.165402502,9.7261343,239.3161316,5.969657898,0.401879817,1.528909683,13.89301491
154,KE202000003457,KE,2020.0,3457.0,U,-4.090193,39.654214,9999.0,17.0,WGS84,POINT (39.65421433 -4.090192971),3457,14,4,14,0,14,11,3457,27,20,28,3,85,3457,85,85,coast,48,35,106136.3359,22.96526718,30.83987236,7.782725811,0.332695723,0.0,0.712314904,26.81720543,0.071892776,0.043512717,30.82864571,26.90797234,23.04592133,22.7945385,4.220269203,96.91960907,1922.969727,13589.17383,107083.8203,5183.233887,11.61133957,KEGE81FL,KE,2020,KE2020DHS,2.0,20.4650383,42.99396133,7,0.111895964,73.0975647,6534.638672,62.6459198,0.97765094,11.1234417,6.010644436
