,DHSID,DHSCC_hhm,DHSYEAR_hhm,DHSCLUST,URBAN_RURA,LATNUM,LONGNUM,ALT_GPS,ALT_DEM,DATUM,geometry,cluster_shch,total_count_shch,treat_src_yes,residence_urban_shchhh,residence_rural,alive_yes,fever_rec_only treated nets,cluster_hh,total_count_hh,net_use_yes,nets_sum,hh_size_mean,hh_size_sum,cluster,total_count,residence_urban_hhm,region_mode,net_owned_only treated (itn) nets,net_owned_did not sleep under a net,pop2020,arid_20,DLST_20,DTemp20,EVI20,FD_20,ITN_20,LST_20,MI_20,MP_20,Matemp20,Meantem20,Mintem20,NLST20,PET_20,Prec20,Rain20,U5pop20,UNpopc20,UNpop20,WD_20,GPS_Dataset,DHSCC_cov,DHSYEAR_cov,SurveyID,D.e,Elev,Global_Human_Footprint,Growing_Season_Length,Irrigation,Livestock_Cattle,Livestock_Chickens,Livestock_Goats,Livestock_Pigs,Livestock_Sheep,Nightligh
26,KE202000000516,KE,2020.0,516.0,R,-0.841123,35.665814,9999.0,2087.0,WGS84,POINT (35.66581437 -0.841122574),516,15,1,0,15,15,7,516,26,17,39,4,113,516,114,0,rift valley,42,72,5597.331543,39.12103271,25.72521591,13.80998325,0.445770741,0.405289352,0.300653785,17.38043213,0.0,0.0,23.41630554,16.48645782,9.606322289,9.035648346,3.287167311,128.5973816,1789.001953,1042.210571,6568.147949,305.3312683,19.00592613,KEGE81FL,KE,2020,KE2020DHS,4.0,2113.259766,29.11768341,12,0.0,7.970256805,44.37578583,55.49596786,0.014466859,44.40530777,0.0
27,KE202000000524,KE,2020.0,524.0,R,-2.110851,36.423645,9999.0,1189.0,WGS84,POINT (36.42364512 -2.110850813),524,31,5,0,31,31,0,524,27,3,3,4,131,524,131,0,rift valley,1,127,96.36768341,11.63676453,29.22360802,11.71488762,0.369581997,0.0,0.46222797,24.38477325,0.102477401,0.068752326,30.13958359,24.25321198,18.42469597,19.5459404,4.428993225,51.53915024,845.6372681,15.92586994,212.6265564,9.889868736,9.972317696,KEGE81FL,KE,2020,KE2020DHS,4.0,1165.113281,6.403936863,3,0.0,3.607467651,1.935893297,21.68223,0.004686503,36.39413834,0.0
28,KE202000000527,KE,2020.0,527.0,R,-1.311582,36.49947,9999.0,1520.0,WGS84,POINT (36.49946996 -1.311582136),527,12,0,0,12,12,0,527,23,3,6,4,99,527,99,0,rift valley,2,94,458.8399353,18.37977219,30.41725349,12.39001751,0.319125921,0.0,0.407752126,24.20729065,0.063451461,0.037879668,26.78077316,20.56050301,14.39075565,17.99732971,3.914322853,71.94435883,1047.627563,59.32633209,281.9327698,13.10809612,12.38622761,KEGE81FL,KE,2020,KE2020DHS,4.0,1447.272461,12.52125549,4,0.0,137.2847137,4.559785366,24.52294731,0.263073623,27.09560966,0.0
29,KE202000000550,KE,2020.0,550.0,R,0.237279,34.689729,9999.0,1446.0,WGS84,POINT (34.68972874 0.237278704),550,14,5,0,14,14,9,550,30,25,55,4,122,550,124,0,western,65,53,17836.26758,44.49931335,27.24971771,14.19349003,0.443491101,0.0,0.531126201,22.02270889,0.23181051,0.197438672,29.30108452,22.17083359,15.10759544,16.79570007,4.210807323,187.3780365,3127.357666,2582.606445,18310.69141,851.1152344,19.86490059,KEGE81FL,KE,2020,KE2020DHS,,1458.629883,25.29198837,13,0.968182325,49.70799637,826.1602173,3.826967716,11.14412594,7.213525772,0.03860911
30,KE202000000559,KE,2020.0,559.0,R,0.803374,35.133722,9999.0,1844.0,WGS84,POINT (35.13372185 0.803374255),559,14,2,0,14,12,6,559,24,19,50,4,106,559,106,0,western,61,45,19034.7168,38.05976868,27.20131683,14.06710052,0.393623203,0.000273438,0.501820922,20.5449295,0.145795748,0.114941888,25.78563309,18.72382927,11.71853352,13.88854408,3.865494967,147.1198425,1982.196533,2860.62915,11694.58301,543.6363525,18.48630142,KEGE81FL,KE,2020,KE2020DHS,1.0,1864.897461,39.64765549,10,0.08581651,127.0310974,493.0680542,14.05465508,6.980750084,28.93307495,0.01696841
31,KE202000000569,KE,2020.0,569.0,R,0.14938,34.821633,9999.0,1551.0,WGS84,POINT (34.82163285 0.149380499),569,15,3,0,15,15,9,569,29,22,44,4,125,569,126,0,western,58,67,24796.94141,44.14741135,26.58912849,13.95681477,0.456375301,0.0,0.51046592,21.35102463,0.214989647,0.186985001,28.80342865,21.79548645,14.84661484,16.11292076,4.178515911,184.4706573,3089.19751,3409.950684,23534.11133,1093.904297,19.88070679,KEGE81FL,KE,2020,KE2020DHS,,1571.000977,34.03110504,13,0.0,601.7888184,706.3302002,56.4545517,6.73366642,52.57048798,0.055451814
32,KE202000000580,KE,2020.0,580.0,R,0.016099,34.592356,9999.0,1542.0,WGS84,POINT (34.5923558 0.016098716),580,5,2,0,5,5,3,580,27,17,32,2,76,580,77,0,western,36,41,45443.04688,39.04973221,27.23104095,13.43359375,0.431859672,0.0,0.503257155,22.03342628,0.295371026,0.298596591,29.48618317,22.738657,16.05258942,16.83581161,4.210952282,164.436554,2890.859375,6615.763672,38217.00781,1776.383911,19.45843315,KEGE81FL,KE,2020,KE2020DHS,,1534.849609,49.42775726,13,0.0,228.9845428,1120.540161,39.61959076,1.695168853,10.91907597,0.233421952
33,KE202000000619,KE,2020.0,619.0,R,0.024857,34.548762,9999.0,1471.0,WGS84,POINT (34.5487618 0.02485711),619,7,2,0,7,7,5,619,30,24,33,3,106,619,106,0,nyanza,46,60,25372.66211,38.45856857,27.56364441,13.36223984,0.445508063,0.0,0.51394397,22.26244736,0.302328914,0.30882436,29.51080704,22.79861069,16.1485672,16.96125031,4.203863144,161.6745605,2839.777588,3693.164063,25253.20898,1173.807007,19.41871834,KEGE81FL,KE,2020,KE2020DHS,,1466.688477,42.77968216,13,0.0,182.2044373,1105.634155,35.33256531,1.556059718,9.079703331,0.126188755
34,KE202000000631,KE,2020.0,631.0,R,-0.07203,35.015216,9999.0,1189.0,WGS84,POINT (35.01521564 -0.072030226),631,12,0,0,12,12,7,631,28,21,35,4,120,631,120,0,nyanza,52,65,6737.844727,43.59474182,29.99007034,13.44205761,0.393010259,0.0,0.527308524,23.70932388,0.172722593,0.138425574,27.74179649,20.99687576,14.29973984,17.42857742,4.049175262,176.5227509,2339.28125,1051.106445,7230.195801,336.0705261,20.56204414,KEGE81FL,KE,2020,KE2020DHS,4.0,1222.34375,36.37235641,14,5.606770992,30.5450325,313.4596558,24.18543053,0.200654492,27.66024017,0.08791475
35,KE202000000662,KE,2020.0,662.0,R,-0.867756,34.771874,9999.0,1868.0,WGS84,POINT (34.77187424 -0.867755558),662,3,0,0,3,3,1,662,27,13,31,3,99,662,99,0,nyanza,36,63,27654.26758,47.90513611,25.40720749,13.50085354,0.463063538,0.0,0.368614942,20.20059776,0.118780501,0.077298306,26.9546299,20.17607117,13.45377636,14.99398899,3.734302759,178.8922882,2527.351318,4344.342285,20924.26953,972.6995239,22.03110695,KEGE81FL,KE,2020,KE2020DHS,,1798.209961,38.49300385,14,0.014559433,167.6693115,670.2232056,24.4847908,0.0,20.46874046,0.099237159
36,KE202000000714,KE,2020.0,714.0,U,-1.31396,36.858353,9999.0,1648.0,WGS84,POINT (36.85835312 -1.31395972),714,15,1,15,0,14,3,714,24,11,12,2,57,714,57,57,nairobi,13,36,260711.4063,22.07943726,30.77770805,11.39869785,0.220411003,0.0,0.356170058,23.02500343,0.0,0.0,25.41775131,19.70134544,14.01905441,15.27229786,3.671658039,81.06814575,1052.630127,30314.29492,242680.75,11283.125,12.56838512,KEGE81FL,KE,2020,KE2020DHS,4.0,1641.986328,83.81212616,8,1.028247476,0.0,360.1610718,0.0,40.41006088,0.0,28.24551392
37,KE202000000793,KE,2020.0,793.0,U,-4.270849,39.588812,9999.0,19.0,WGS84,POINT (39.58881223 -4.270849003),793,6,2,6,0,6,4,793,24,16,40,3,82,793,83,83,coast,51,29,26295.50977,23.81835175,30.21908569,7.944488049,0.369647324,0.0,0.708979428,26.73756218,0.08773943,0.051272899,30.93365288,26.93166924,22.98916435,23.25603867,4.20635128,100.1883545,1572.186279,4087.271973,18860.14063,2722.861816,11.59452534,KEGE81FL,KE,2020,KE2020DHS,,14.72623444,55.24146271,7,0.058394324,34.2793541,390.9108887,23.688591,0.047074694,5.604907513,1.213202119
38,KE202000000807,KE,2020.0,807.0,U,-3.941097,39.742091,9999.0,23.0,WGS84,POINT (39.74209074 -3.941097335),807,11,5,11,0,11,4,807,23,15,26,3,70,807,70,70,coast,26,30,49870.64063,22.26425362,30.7481575,7.483073235,0.378384709,0.0,0.715720236,26.97305679,0.091751777,0.054737628,30.71128464,26.94170952,23.22821236,23.19795609,4.223567963,94.03459167,2004.565186,7639.769531,50429.39453,2444.339355,11.75021648,KEGE81FL,KE,2020,KE2020DHS,2.0,20.45801163,42.92955399,8,0.0,54.34529877,342.0979919,33.78791046,0.65343523,4.930652142,1.719971895
39,KE202000000826,KE,2020.0,826.0,U,-2.372372,40.679674,9999.0,10.0,WGS84,POINT (40.67967421 -2.372371821),826,9,2,9,0,9,3,826,25,23,44,2,72,826,72,72,coast,29,18,3872.23291,11.8087492,29.88486099,6.827170372,0.469699264,0.0,0.631552458,26.74158096,0.09004081,0.06240432,31.51176262,28.06983566,24.6845932,23.59830093,4.72695303,55.81940079,236.3781281,536.9391479,4537.956543,211.1091919,9.54335022,KEGE81FL,KE,2020,KE2020DHS,7.0,13.84960842,28.0,6,0.0,1.997282624,31.59512901,23.28169823,0.0,3.235844851,0.014169175
40,KE202000000847,KE,2020.0,847.0,U,-0.449572,39.663432,9999.0,153.0,WGS84,POINT (39.66343227 -0.449571526),847,16,4,16,0,16,1,847,21,19,59,5,118,847,118,118,north eastern,14,31,172590.2031,6.11428833,34.96587372,11.51380253,0.259343117,0.0,0.644860566,29.80253601,0.047989387,0.026038384,34.53832626,28.76388931,23.02452278,24.63920021,5.276085377,32.25950623,330.2826233,22416.41602,106053.6172,4973.999023,7.374596119,KEGE81FL,KE,2020,KE2020DHS,9.0,153.0654449,47.88856125,2,0.422195077,6.459170341,1.31609714,10.23015499,0.000915226,6.332512379,2.033294201
41,KE202000000882,KE,2020.0,882.0,U,0.511171,38.505285,9999.0,517.0,WGS84,POINT (38.50528533 0.511171415),882,5,1,5,0,5,5,882,9,4,10,3,34,882,34,34,eastern,18,16,2911.480469,11.16682816,37.40985489,12.04566002,0.184225872,0.0,0.552972615,30.87486649,0.061838869,0.038279988,33.24107361,27.19362068,21.19541359,24.33987999,5.107537746,57.03499603,474.1032104,406.4637451,73.97824097,3.438761234,7.628797531,KEGE81FL,KE,2020,KE2020DHS,10.0,515.3779297,11.79384708,4,0.0,1.627515793,1.252376199,5.401732445,1.23e-05,15.39733028,0.054136604
42,KE202000000980,KE,2020.0,980.0,U,1.091156,36.694708,9999.0,1939.0,WGS84,POINT (36.6947077 1.091155777),980,12,1,12,0,12,6,980,22,12,19,3,72,980,72,72,rift valley,24,41,20289.63672,22.11846924,25.49559212,14.96128464,0.382240981,0.002977431,0.327857018,18.89356041,0.0,0.0,28.57990456,21.07738686,13.61861992,12.2915287,4.231119633,93.58589172,974.7481079,3664.973633,8017.13916,372.7178345,13.84315968,KEGE81FL,KE,2020,KE2020DHS,1.0,2029.152344,36.07879257,6,0.0,30.80102921,15.9246664,81.49842834,0.0,36.2467308,0.683652759
43,KE202000000988,KE,2020.0,988.0,U,1.035917,34.981285,9999.0,1828.0,WGS84,POINT (34.98128493 1.03591674),988,16,4,16,0,16,13,988,29,21,37,3,103,988,103,103,rift valley,68,34,106975.9766,40.85498428,27.40714645,13.98012161,0.389150411,0.001636285,0.558369637,20.85752296,0.140835688,0.101501174,25.47281647,18.46054649,11.4926939,14.30789948,3.75638032,153.4668579,2236.115479,16194.66699,94151.73438,4377.008301,19.04561806,KEGE81FL,KE,2020,KE2020DHS,1.0,1841.720703,43.57197571,10,0.145604506,57.94085312,395.3648682,12.27574348,2.185471773,21.649086,0.93147999
44,KE202000001026,KE,2020.0,1026.0,U,0.671062,35.505539,9999.0,2334.0,WGS84,POINT (35.50553937 0.671062326),1026,7,2,7,0,7,5,1026,27,13,18,1,49,1026,50,50,rift valley,23,27,13568.13672,30.47891045,24.47937965,14.12452316,0.412764907,0.0,0.386515081,17.34307671,0.085910857,0.053901959,27.83502579,20.74088669,13.71050358,10.2067728,4.168793678,127.0602875,2195.502197,1924.249878,10374.94531,482.27771,17.02412796,KEGE81FL,KE,2020,KE2020DHS,1.0,2107.99292,29.14339256,8,0.0,44.71296692,237.9739685,19.81259346,3.606028557,26.65432167,0.131708279
45,KE202000001079,KE,2020.0,1079.0,U,-1.100406,35.889936,9999.0,1898.0,WGS84,POINT (35.88993572 -1.100405563),1079,6,1,6,0,6,4,1079,22,11,20,2,58,1079,58,58,rift valley,17,41,17459.56641,26.62076187,27.47630692,13.96380234,0.359569967,0.156355605,0.330006808,19.85013962,0.054005016,0.029509595,24.98081589,17.9729023,11.01701355,12.22397327,3.57128191,95.07024384,1316.53894,2977.898926,5889.712891,273.8135071,15.55977154,KEGE81FL,KE,2020,KE2020DHS,4.0,1921.835938,40.72943878,9,0.043681357,8.874290466,46.3922348,27.01986122,0.006016837,30.50967789,0.409628958
46,KE202000001148,KE,2020.0,1148.0,U,0.187689,34.303033,9999.0,1268.0,WGS84,POINT (34.3030331 0.187688841),1148,13,2,13,0,13,10,1148,30,25,44,3,94,1148,94,94,nyanza,68,19,19889.01563,36.13301086,28.61385155,13.19036484,0.449225754,0.0,0.52652669,23.37891579,0.415989369,0.457532436,29.69778633,23.06666756,16.50742149,18.14398003,4.16445303,150.4742279,2641.638672,3004.488281,13743.41797,638.8180542,19.45519447,KEGE81FL,KE,2020,KE2020DHS,,1251.292969,40.62464905,12,0.58232528,123.9149246,560.5601196,5.289552212,1.754785419,9.965045929,0.077224463
47,KE202000001157,KE,2020.0,1157.0,U,-0.068329,34.769942,9999.0,1171.0,WGS84,POINT (34.76994175 -0.068328913),1157,8,1,8,0,8,4,1157,29,24,72,3,114,1157,114,114,nyanza,79,24,89240.74219,39.54751587,29.98243332,13.41862011,0.355913162,0.0,0.54563117,23.48516083,0.224401891,0.197491765,29.33398438,22.59687614,15.91536522,16.98788834,4.22782135,167.1998291,2356.335205,12841.17383,73484.42969,3415.668457,19.55188751,KEGE81FL,KE,2020,KE2020DHS,,1231.118164,67.21364594,13,1.158723593,63.41026306,978.7157593,15.67855167,1.993167877,30.89745331,2.258821249
48,KE202000001162,KE,2020.0,1162.0,U,-0.118058,34.779858,9999.0,1150.0,WGS84,POINT (34.77985789 -0.118058316),1162,12,5,12,0,12,9,1162,25,24,47,3,85,1162,85,85,nyanza,56,16,192672.9375,38.66104889,29.7344017,13.29411221,0.336498052,0.0,0.545851111,23.54505157,0.210131943,0.179046825,29.37388611,22.69965363,16.07977486,17.35569954,4.23143816,163.5918427,2327.107666,27724.40625,172987.7813,8122.146973,19.4979496,KEGE81FL,KE,2020,KE2020DHS,,1156.930664,76.61366272,13,1.34221065,17.96208572,119.6025238,4.093585968,0.543358982,14.76587963,3.475688457
49,KE202000001207,KE,2020.0,1207.0,U,-0.561194,37.483721,9999.0,1292.0,WGS84,POINT (37.48372134 -0.561193774),1207,10,3,10,0,10,7,1207,26,19,33,2,72,1207,72,72,eastern,24,32,18928.19531,27.2788353,28.25625229,11.6604166,0.391821206,0.105794266,0.412585676,22.04783249,0.064968802,0.041914381,26.62378502,20.76601601,14.96336842,15.83941174,3.812022686,103.9875412,1436.208862,1868.635254,16527.40039,768.2553101,13.41984749,KEGE81FL,KE,2020,KE2020DHS,4.0,1280.717773,41.53744888,9,5.123295307,28.66754532,164.1728668,15.58080578,12.19441509,6.566122055,0.420023769
50,KE202000001214,KE,2020.0,1214.0,U,-1.458256,38.059503,9999.0,1025.0,WGS84,POINT (38.05950338 -1.458255696),1214,17,2,17,0,17,6,1214,29,13,28,4,139,1214,142,142,eastern,44,96,5754.497559,15.06468868,29.19354439,11.69036484,0.385264069,0.0,0.447433114,23.71015739,0.067438513,0.040902466,30.07239532,24.2028656,18.38203239,18.2267704,4.444271088,66.95156097,1098.713623,767.0116577,5339.704102,248.2755585,9.56653595,KEGE81FL,KE,2020,KE2020DHS,9.0,1042.666016,37.17129135,6,0.0,15.99451447,113.9662857,17.08732224,0.003606896,0.346476912,0.011965517
51,KE202000001226,KE,2020.0,1226.0,U,-0.166211,36.507549,9999.0,2653.0,WGS84,POINT (36.50754906 -0.166210611),1226,13,1,13,0,13,1,1226,29,1,2,3,99,1226,99,99,central,2,97,4352.390137,37.50577164,21.22512817,12.96707153,0.434404165,0.201940104,0.275274247,14.25960922,0.0,0.0,22.53550339,16.0286026,9.568431854,7.294089317,3.102213621,116.350914,1465.382202,534.9022217,3590.522461,166.8933716,17.79960251,KEGE81FL,KE,2020,KE2020DHS,4.0,2589.839844,27.29807281,14,0.189255282,116.853569,135.7566528,42.75229645,0.226334065,174.3119965,0.0
52,KE202000001261,KE,2020.0,1261.0,U,0.625489,35.48381,9999.0,2332.0,WGS84,POINT (35.48381044 0.625488923),1261,9,1,9,0,9,5,1261,29,9,14,2,85,1261,86,86,rift valley,25,61,9751.975586,32.35715103,24.53723145,14.00345802,0.383349061,0.0,0.373046964,16.96603012,0.0,0.0,27.28109169,20.24945068,13.27763367,9.394827843,4.098423004,132.6132965,2231.514404,1382.937134,8677.49707,403.3686523,17.45241356,KEGE81FL,KE,2020,KE2020DHS,1.0,2309.944336,28.48605347,10,0.0,56.41725159,258.0968018,12.56451416,4.731828213,30.77735138,0.043127753
53,KE202000001295,KE,2020.0,1295.0,U,0.833902,35.125583,9999.0,1838.0,WGS84,POINT (35.12558254 0.833902241),1295,10,2,10,0,10,3,1295,25,15,24,3,97,1295,97,97,western,26,68,22472.05469,38.36394501,27.12894058,14.04262161,0.398391873,0.000455729,0.490915477,20.47723579,0.140493557,0.108401224,25.68739891,18.63901901,11.6447773,13.82553101,3.843185902,147.4397736,2010.271851,3205.093994,17153.32617,797.4008789,18.52811813,KEGE81FL,KE,2020,KE2020DHS,1.0,1902.162109,34.53881073,10,0.194415241,90.68932343,604.0925903,22.72933197,3.615904808,30.60719109,0.072057843
54,KE202000001340,KE,2020.0,1340.0,U,-0.611648,34.954091,9999.0,2052.0,WGS84,POINT (34.95409067 -0.61164768),1340,11,1,11,0,11,8,1340,29,20,46,4,128,1340,131,131,nyanza,57,73,23670.57031,46.20860291,24.7389946,13.64027786,0.47952038,0.0,0.363575757,18.5277462,0.14167659,0.100630105,27.19366455,20.34778595,13.55338573,12.31649876,3.819574833,176.4972229,2780.401855,3504.228516,23351.84766,1085.489136,21.79796028,KEGE81FL,KE,2020,KE2020DHS,,1998.959961,32.64611053,14,0.431913525,65.61499786,606.5366211,22.05396843,0.108266219,18.49254036,0.117981412
55,KE202000001348,KE,2020.0,1348.0,R,-4.259893,39.125893,9999.0,178.0,WGS84,POINT (39.12589333 -4.259893312),1348,21,7,0,21,21,12,1348,28,22,41,4,138,1348,138,0,coast,72,59,2283.614014,22.44445801,32.56645966,8.145977974,0.372838587,0.0,0.762221932,26.94634628,0.102252692,0.062706128,30.6025753,26.50525284,22.45659828,21.32623482,4.08457756,91.6761322,1436.500122,412.8761902,2044.081421,95.2765274,12.73315334,KEGE81FL,KE,2020,KE2020DHS,2.0,149.328125,24.70991707,7,0.0,20.66444206,53.35063934,34.4016037,0.020489378,7.340957165,0.000990078
56,KE202000001358,KE,2020.0,1358.0,R,-3.884807,39.720172,9999.0,19.0,WGS84,POINT (39.72017168 -3.884807071),1358,24,3,0,24,24,12,1358,29,20,29,5,156,1358,156,0,coast,51,98,7132.481934,22.01340485,30.34697342,7.419010639,0.414188057,0.0,0.709328175,26.63258934,0.099996217,0.061132167,30.67135429,26.93444824,23.25234413,22.91820526,4.220876694,92.91587067,1889.955078,1124.092163,9948.448242,463.4897766,11.83469009,KEGE81FL,KE,2020,KE2020DHS,2.0,40.27344513,31.29024696,8,0.0,49.11436081,285.9511719,12.79175949,0.240006745,1.428875327,0.236464843
57,KE202000001364,KE,2020.0,1364.0,R,-3.850948,39.699868,9999.0,59.0,WGS84,POINT (39.69986795 -3.850948267),1364,11,4,0,11,11,6,1364,29,21,36,3,109,1364,110,0,coast,52,55,7879.666504,21.56385612,30.74500275,7.424566269,0.445756972,0.0,0.705169976,26.57819748,0.096095137,0.058508173,30.62274361,26.88363838,23.19817734,22.4113903,4.220529556,91.01089478,1744.813721,1247.28125,7412.905762,345.3439636,11.92068577,KEGE81FL,KE,2020,KE2020DHS,2.0,94.02830505,28.0,8,0.131309807,39.8749733,137.9320068,21.9054985,0.265113175,4.53732729,0.000156609
58,KE202000001371,KE,2020.0,1371.0,R,-2.964937,40.092322,9999.0,107.0,WGS84,POINT (40.0923221 -2.964937125),1371,16,2,0,16,16,7,1371,26,14,27,4,129,1371,129,0,coast,40,82,848.0847168,14.71747684,31.04318047,7.434577465,0.417948455,0.0,0.633177757,26.90710258,0.106654353,0.07400737,31.10089684,27.36069107,23.66631889,22.7710247,4.574435711,67.32415009,1068.389404,132.4926453,3653.405762,170.045578,10.26995945,KEGE81FL,KE,2020,KE2020DHS,2.0,39.73826981,28.70609665,6,0.0,25.02035332,65.73942566,30.24891663,0.076638602,3.369128942,0.003547884
59,KE202000001404,KE,2020.0,1404.0,R,-2.382934,40.428061,9999.0,14.0,WGS84,POINT (40.42806115 -2.382934432),1404,12,1,0,12,12,5,1404,24,20,44,4,103,1404,110,0,coast,48,49,2663.221924,11.34747505,28.60655975,7.308246613,0.471874923,0.0,0.649893761,25.76504898,0.095539533,0.066537835,31.72330856,28.04370689,24.41506195,22.92353821,4.784505367,54.29205704,509.5715942,398.2611084,1530.984619,71.22470856,9.608941078,KEGE81FL,KE,2020,KE2020DHS,7.0,11.59179783,34.35420609,5,0.0,45.97114182,13.99594784,23.88538551,0.00053201,8.558670998,0.013505591
60,KE202000001415,KE,2020.0,1415.0,R,-3.37216,38.471827,9999.0,734.0,WGS84,POINT (38.47182689 -3.372159983),1415,4,1,0,4,4,4,1415,27,22,50,3,81,1415,82,0,coast,59,23,2384.913086,15.67471504,30.46100807,10.57669258,0.416972756,0.0,0.604302287,24.81236458,0.067924932,0.043322619,30.03917885,24.71740532,19.46248627,19.16372108,4.330280781,67.87591553,946.5581665,269.3936157,2649.239014,123.3518982,9.668867111,KEGE81FL,KE,2020,KE2020DHS,2.0,774.6473999,28.5202961,6,0.229960278,31.39063835,55.13855743,13.43323803,0.444987535,2.967181921,0.00018464
61,KE202000001472,KE,2020.0,1472.0,R,2.002504,37.895603,9999.0,526.0,WGS84,POINT (37.89560278 2.00250447),1472,19,4,0,19,19,10,1472,25,18,24,3,96,1472,98,0,eastern,42,44,907.3206787,10.18997288,37.79870605,11.53227711,0.205706254,0.0,0.536457121,31.0724144,0.068308242,0.042276077,32.38585281,26.59537125,20.85357475,24.34612274,4.962803841,50.57083511,653.5497437,162.1378479,96.02307129,4.466073513,7.572146893,KEGE81FL,KE,2020,KE2020DHS,10.0,552.9355469,11.90049267,4,0.0,2.60600996,0.465493232,8.827766418,0.0,3.737519026,0.207403749
62,KE202000001499,KE,2020.0,1499.0,R,0.736723,39.165727,9999.0,267.0,WGS84,POINT (39.16572748 0.736722923),1499,7,1,0,7,7,5,1499,27,16,31,2,67,1499,67,0,eastern,32,32,12799.42871,7.82267952,40.17731476,11.74674511,0.145998776,0.0,0.535385489,33.01940155,0.050638653,0.02927226,34.44914627,28.54900169,22.70240211,25.86149216,5.217360973,40.81374359,286.6884155,1692.203735,84.39877319,3.923298836,6.640721798,KEGE81FL,KE,2020,KE2020DHS,10.0,268.9267578,20.91796494,4,0.0,19.83674812,1.155342698,5.709720612,0.002102835,12.52660942,0.004880285
63,KE202000001505,KE,2020.0,1505.0,R,0.06168,37.714836,9999.0,1265.0,WGS84,POINT (37.71483575 0.061680258),1505,11,2,0,11,11,4,1505,26,7,10,2,75,1505,76,0,eastern,17,57,8029.837891,24.52228546,28.57155609,12.0141058,0.407204568,0.008203125,0.46531108,22.59999847,0.077822998,0.053118754,27.33029556,21.29244804,15.31618977,16.62844276,4.031683922,98.86610413,1670.611816,837.2452393,7815.746582,363.2877808,12.63628483,KEGE81FL,KE,2020,KE2020DHS,10.0,1233.107422,26.70168686,8,2.128902674,127.6517868,207.6721497,42.70853043,6.233845711,91.68979645,0.012710861
64,KE202000001530,KE,2020.0,1530.0,R,-0.323713,38.003135,9999.0,515.0,WGS84,POINT (38.0031354 -0.323712679),1530,7,1,0,7,7,4,1530,29,9,14,5,146,1530,146,0,eastern,28,117,1128.565063,16.66166115,34.18677521,12.07079029,0.322097063,0.0,0.534725189,28.59623337,0.059079573,0.034675866,30.69223213,24.62595558,18.62144089,23.00569344,4.614062786,76.87795258,1088.598022,187.1599731,994.6774292,46.23477936,10.12371922,KEGE81FL,KE,2020,KE2020DHS,9.0,543.0888672,34.00003815,5,0.0,18.35293579,23.52799797,46.00407028,0.030201644,1.304112315,0.0
65,KE202000001533,KE,2020.0,1533.0,R,-0.396813,37.57372,9999.0,1487.0,WGS84,POINT (37.57371975 -0.396813132),1533,7,0,0,7,7,4,1533,28,16,35,3,84,1533,89,0,eastern,19,63,18803.09961,29.56801605,24.41475296,11.59375,0.520819604,0.138346344,0.384726316,19.17258453,0.075378545,0.050043162,26.00642395,20.17799568,14.41267395,13.93041801,3.728863001,110.2550812,1979.210693,1858.907715,17948.5,834.2929688,13.90750408,KEGE81FL,KE,2020,KE2020DHS,9.0,1576.682617,31.32798004,8,2.061655283,68.90838623,777.09552,10.12682343,6.348474979,2.565462828,0.113094971
66,KE202000001538,KE,2020.0,1538.0,R,-0.438389,37.890555,9999.0,631.0,WGS84,POINT (37.89055518 -0.438388906),1538,15,2,0,15,15,8,1538,29,16,29,4,118,1538,119,0,eastern,32,78,1495.92334,18.25356483,34.33808899,12.08363724,0.318587393,0.0,0.494839877,28.03298378,0.046641994,0.027582975,29.81271744,23.74053955,17.7290802,21.72787857,4.41961813,80.67378235,1121.612915,199.4276581,1674.591919,77.8398056,10.95681,KEGE81FL,KE,2020,KE2020DHS,9.0,670.1688843,29.14346886,8,0.10190849,59.59128952,43.8433876,147.8846893,0.108643398,32.11951065,0.0
67,KE202000001584,KE,2020.0,1584.0,R,-2.0971,37.944429,9999.0,833.0,WGS84,POINT (37.94442877 -2.097099968),1584,6,0,0,6,6,3,1584,30,9,13,3,118,1584,119,0,eastern,18,101,1372.351563,13.28087044,33.42728806,11.49440098,0.307813674,0.0,0.462312162,26.56713295,0.0684302,0.041982114,30.07456589,24.30143356,18.58016586,19.70697784,4.378125191,58.14531326,796.4975586,171.1468201,1299.701904,60.45285034,8.440911293,KEGE81FL,KE,2020,KE2020DHS,9.0,807.3994141,24.93292427,5,0.393330753,22.10909843,28.29334831,49.47992706,0.030845573,4.867415428,0.0
68,KE202000001654,KE,2020.0,1654.0,R,-0.853864,36.946742,9999.0,1822.0,WGS84,POINT (36.94674209 -0.853864083),1654,12,1,0,12,12,7,1654,29,9,15,3,98,1654,102,0,central,25,75,15033.12988,35.76074982,24.1865921,11.29648495,0.497412175,0.059374999,0.344565868,18.17159271,0.077583373,0.05366065,23.76163292,18.1015625,12.46514797,12.15659523,3.288628578,117.6038208,1846.80249,1662.993652,14417.09473,670.2025757,15.90983486,KEGE81FL,KE,2020,KE2020DHS,4.0,1792.041016,28.0202198,14,8.909711838,13.12897301,537.0443115,24.25426292,0.659934461,2.801767588,0.037372291
